sample_id,dataset_name,source_id,json_path,video_base,video_path,view,start_sec,end_sec,label,korean_text,category,realm,thema,detailThema,video_exists
nikl_VXPAKOKS240780750_000,nikl,VXPAKOKS240780750,data\raw\labels\VXPAKOKS240780750.json,VXPAKOKS240780750,data\raw\videos\VXPAKOKS240780750R.mp4,right,1.918,2.024,지시1,나는 중학교 1학년 때부터 창업을 하고 싶었거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780750_004,nikl,VXPAKOKS240780750,data\raw\labels\VXPAKOKS240780750.json,VXPAKOKS240780750,data\raw\videos\VXPAKOKS240780750R.mp4,right,3.993,4.117,일하다1,나는 중학교 1학년 때부터 창업을 하고 싶었거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780750_006,nikl,VXPAKOKS240780750,data\raw\labels\VXPAKOKS240780750.json,VXPAKOKS240780750,data\raw\videos\VXPAKOKS240780750R.mp4,right,4.837,5.058,무엇1,나는 중학교 1학년 때부터 창업을 하고 싶었거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780750_007,nikl,VXPAKOKS240780750,data\raw\labels\VXPAKOKS240780750.json,VXPAKOKS240780750,data\raw\videos\VXPAKOKS240780750R.mp4,right,5.304,5.644,원하다1,나는 중학교 1학년 때부터 창업을 하고 싶었거든.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780770_000,nikl,VXPAKOKS240780770,data\raw\labels\VXPAKOKS240780770.json,VXPAKOKS240780770,data\raw\videos\VXPAKOKS240780770R.mp4,right,1.713,1.792,지시1#,너는 빵집을 하겠다고 했잖아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780780_000,nikl,VXPAKOKS240780780,data\raw\labels\VXPAKOKS240780780.json,VXPAKOKS240780780,data\raw\videos\VXPAKOKS240780780R.mp4,right,2.027,2.179,여행1,관광지가 발달된 곳에 나의 빵집을 차리고 싶어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780780_003,nikl,VXPAKOKS240780780,data\raw\labels\VXPAKOKS240780780.json,VXPAKOKS240780780,data\raw\videos\VXPAKOKS240780780R.mp4,right,3.681,3.796,지시1#,관광지가 발달된 곳에 나의 빵집을 차리고 싶어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780780_004,nikl,VXPAKOKS240780780,data\raw\labels\VXPAKOKS240780780.json,VXPAKOKS240780780,data\raw\videos\VXPAKOKS240780780R.mp4,right,4.032,4.193,곳1,관광지가 발달된 곳에 나의 빵집을 차리고 싶어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780780_005,nikl,VXPAKOKS240780780,data\raw\labels\VXPAKOKS240780780.json,VXPAKOKS240780780,data\raw\videos\VXPAKOKS240780780R.mp4,right,4.442,4.548,지시1,관광지가 발달된 곳에 나의 빵집을 차리고 싶어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780780_008,nikl,VXPAKOKS240780780,data\raw\labels\VXPAKOKS240780780.json,VXPAKOKS240780780,data\raw\videos\VXPAKOKS240780780R.mp4,right,5.921,6.073,원하다1,관광지가 발달된 곳에 나의 빵집을 차리고 싶어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780790_003,nikl,VXPAKOKS240780790,data\raw\labels\VXPAKOKS240780790.json,VXPAKOKS240780790,data\raw\videos\VXPAKOKS240780790R.mp4,right,2.975,3.087,원하다1,어쩌다가 게임 감독이 하고 싶었어?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780790_005,nikl,VXPAKOKS240780790,data\raw\labels\VXPAKOKS240780790.json,VXPAKOKS240780790,data\raw\videos\VXPAKOKS240780790R.mp4,right,3.683,3.9,무엇1,어쩌다가 게임 감독이 하고 싶었어?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780800_000,nikl,VXPAKOKS240780800,data\raw\labels\VXPAKOKS240780800.json,VXPAKOKS240780800,data\raw\videos\VXPAKOKS240780800R.mp4,right,1.341,1.795,지시1#,다들 초등학교 때나 중학교 때 음식 체험 많이들 하잖아,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780800_004,nikl,VXPAKOKS240780800,data\raw\labels\VXPAKOKS240780800.json,VXPAKOKS240780800,data\raw\videos\VXPAKOKS240780800R.mp4,right,3.712,4.009,때1,다들 초등학교 때나 중학교 때 음식 체험 많이들 하잖아,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780800_005,nikl,VXPAKOKS240780800,data\raw\labels\VXPAKOKS240780800.json,VXPAKOKS240780800,data\raw\videos\VXPAKOKS240780800R.mp4,right,4.415,4.545,먹다1,다들 초등학교 때나 중학교 때 음식 체험 많이들 하잖아,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780800_009,nikl,VXPAKOKS240780800,data\raw\labels\VXPAKOKS240780800.json,VXPAKOKS240780800,data\raw\videos\VXPAKOKS240780800R.mp4,right,6.568,6.872,맞다4,다들 초등학교 때나 중학교 때 음식 체험 많이들 하잖아,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780810_001,nikl,VXPAKOKS240780810,data\raw\labels\VXPAKOKS240780810.json,VXPAKOKS240780810,data\raw\videos\VXPAKOKS240780810R.mp4,right,2.577,2.879,지시1#,사람들이 해외를 못 나가서 국내선 항공편이 늘어났으니까.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780810_007,nikl,VXPAKOKS240780810,data\raw\labels\VXPAKOKS240780810.json,VXPAKOKS240780810,data\raw\videos\VXPAKOKS240780810R.mp4,right,5.535,5.671,여행1,사람들이 해외를 못 나가서 국내선 항공편이 늘어났으니까.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780820_000,nikl,VXPAKOKS240780820,data\raw\labels\VXPAKOKS240780820.json,VXPAKOKS240780820,data\raw\videos\VXPAKOKS240780820R.mp4,right,1.45,1.622,지시1,나도 저번에 버스 타고 가는데 내 옆자리 사람이 마스크를 약간 내려서 코까지 보이더라고.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780820_001,nikl,VXPAKOKS240780820,data\raw\labels\VXPAKOKS240780820.json,VXPAKOKS240780820,data\raw\videos\VXPAKOKS240780820R.mp4,right,1.813,2.025,너나같다1,나도 저번에 버스 타고 가는데 내 옆자리 사람이 마스크를 약간 내려서 코까지 보이더라고.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780820_003,nikl,VXPAKOKS240780820,data\raw\labels\VXPAKOKS240780820.json,VXPAKOKS240780820,data\raw\videos\VXPAKOKS240780820R.mp4,right,2.854,3.239,버스1,나도 저번에 버스 타고 가는데 내 옆자리 사람이 마스크를 약간 내려서 코까지 보이더라고.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780820_005,nikl,VXPAKOKS240780820,data\raw\labels\VXPAKOKS240780820.json,VXPAKOKS240780820,data\raw\videos\VXPAKOKS240780820R.mp4,right,4.564,4.661,지시1,나도 저번에 버스 타고 가는데 내 옆자리 사람이 마스크를 약간 내려서 코까지 보이더라고.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780820_008,nikl,VXPAKOKS240780820,data\raw\labels\VXPAKOKS240780820.json,VXPAKOKS240780820,data\raw\videos\VXPAKOKS240780820R.mp4,right,5.55,5.676,지시1#,나도 저번에 버스 타고 가는데 내 옆자리 사람이 마스크를 약간 내려서 코까지 보이더라고.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780820_012,nikl,VXPAKOKS240780820,data\raw\labels\VXPAKOKS240780820.json,VXPAKOKS240780820,data\raw\videos\VXPAKOKS240780820R.mp4,right,6.458,7.038,구형1,나도 저번에 버스 타고 가는데 내 옆자리 사람이 마스크를 약간 내려서 코까지 보이더라고.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780830_001,nikl,VXPAKOKS240780830,data\raw\labels\VXPAKOKS240780830.json,VXPAKOKS240780830,data\raw\videos\VXPAKOKS240780830R.mp4,right,2.593,3.166,버스1,지하철이나 버스에서 마스크를 안 쓴 사람을 보면 먼저 도망가는 게 가장 좋은 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780830_004,nikl,VXPAKOKS240780830,data\raw\labels\VXPAKOKS240780830.json,VXPAKOKS240780830,data\raw\videos\VXPAKOKS240780830R.mp4,right,4.822,4.994,아니다2,지하철이나 버스에서 마스크를 안 쓴 사람을 보면 먼저 도망가는 게 가장 좋은 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780830_006,nikl,VXPAKOKS240780830,data\raw\labels\VXPAKOKS240780830.json,VXPAKOKS240780830,data\raw\videos\VXPAKOKS240780830R.mp4,right,6.031,6.191,아니다2,지하철이나 버스에서 마스크를 안 쓴 사람을 보면 먼저 도망가는 게 가장 좋은 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780830_007,nikl,VXPAKOKS240780830,data\raw\labels\VXPAKOKS240780830.json,VXPAKOKS240780830,data\raw\videos\VXPAKOKS240780830R.mp4,right,6.376,6.498,등수:1등,지하철이나 버스에서 마스크를 안 쓴 사람을 보면 먼저 도망가는 게 가장 좋은 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780830_009,nikl,VXPAKOKS240780830,data\raw\labels\VXPAKOKS240780830.json,VXPAKOKS240780830,data\raw\videos\VXPAKOKS240780830R.mp4,right,7.192,7.315,등수:1등,지하철이나 버스에서 마스크를 안 쓴 사람을 보면 먼저 도망가는 게 가장 좋은 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780840_000,nikl,VXPAKOKS240780840,data\raw\labels\VXPAKOKS240780840.json,VXPAKOKS240780840,data\raw\videos\VXPAKOKS240780840R.mp4,right,1.65,2.055,버스1,버스는 좁으니까 자리를 피할 수가 없잖아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780860_005,nikl,VXPAKOKS240780860,data\raw\labels\VXPAKOKS240780860.json,VXPAKOKS240780860,data\raw\videos\VXPAKOKS240780860R.mp4,right,5.607,5.861,느끼다1,아마도 다음 학기에 주로 지하철을 많이 이용할 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780870_000,nikl,VXPAKOKS240780870,data\raw\labels\VXPAKOKS240780870.json,VXPAKOKS240780870,data\raw\videos\VXPAKOKS240780870R.mp4,right,1.568,1.885,지시1#,너희가 생각하기에 버스 장점이 있는 거 같아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780870_001,nikl,VXPAKOKS240780870,data\raw\labels\VXPAKOKS240780870.json,VXPAKOKS240780870,data\raw\videos\VXPAKOKS240780870R.mp4,right,2.282,2.427,생각2,너희가 생각하기에 버스 장점이 있는 거 같아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780870_002,nikl,VXPAKOKS240780870,data\raw\labels\VXPAKOKS240780870.json,VXPAKOKS240780870,data\raw\videos\VXPAKOKS240780870R.mp4,right,2.766,3.083,버스1,너희가 생각하기에 버스 장점이 있는 거 같아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780870_003,nikl,VXPAKOKS240780870,data\raw\labels\VXPAKOKS240780870.json,VXPAKOKS240780870,data\raw\videos\VXPAKOKS240780870R.mp4,right,3.399,3.523,좋다1,너희가 생각하기에 버스 장점이 있는 거 같아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780870_005,nikl,VXPAKOKS240780870,data\raw\labels\VXPAKOKS240780870.json,VXPAKOKS240780870,data\raw\videos\VXPAKOKS240780870R.mp4,right,3.893,4.161,무엇1,너희가 생각하기에 버스 장점이 있는 거 같아?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780880_000,nikl,VXPAKOKS240780880,data\raw\labels\VXPAKOKS240780880.json,VXPAKOKS240780880,data\raw\videos\VXPAKOKS240780880R.mp4,right,1.769,1.928,지시1#,버스의 단점은 뭐라고 생각해?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780880_001,nikl,VXPAKOKS240780880,data\raw\labels\VXPAKOKS240780880.json,VXPAKOKS240780880,data\raw\videos\VXPAKOKS240780880R.mp4,right,2.247,2.372,생각2,버스의 단점은 뭐라고 생각해?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780880_002,nikl,VXPAKOKS240780880,data\raw\labels\VXPAKOKS240780880.json,VXPAKOKS240780880,data\raw\videos\VXPAKOKS240780880R.mp4,right,2.697,2.912,버스1,버스의 단점은 뭐라고 생각해?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780880_004,nikl,VXPAKOKS240780880,data\raw\labels\VXPAKOKS240780880.json,VXPAKOKS240780880,data\raw\videos\VXPAKOKS240780880R.mp4,right,3.662,3.825,무엇1,버스의 단점은 뭐라고 생각해?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780900_000,nikl,VXPAKOKS240780900,data\raw\labels\VXPAKOKS240780900.json,VXPAKOKS240780900,data\raw\videos\VXPAKOKS240780900R.mp4,right,1.962,2.088,지시1#,너 집이 부천이니까 경기 버스나 광역 버스 많이 이용하는 건가?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780900_001,nikl,VXPAKOKS240780900,data\raw\labels\VXPAKOKS240780900.json,VXPAKOKS240780900,data\raw\videos\VXPAKOKS240780900R.mp4,right,2.323,2.466,집1,너 집이 부천이니까 경기 버스나 광역 버스 많이 이용하는 건가?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780900_004,nikl,VXPAKOKS240780900,data\raw\labels\VXPAKOKS240780900.json,VXPAKOKS240780900,data\raw\videos\VXPAKOKS240780900R.mp4,right,4.553,5.287,버스1,너 집이 부천이니까 경기 버스나 광역 버스 많이 이용하는 건가?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780900_006,nikl,VXPAKOKS240780900,data\raw\labels\VXPAKOKS240780900.json,VXPAKOKS240780900,data\raw\videos\VXPAKOKS240780900R.mp4,right,6.21,6.66,버스1,너 집이 부천이니까 경기 버스나 광역 버스 많이 이용하는 건가?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780910_001,nikl,VXPAKOKS240780910,data\raw\labels\VXPAKOKS240780910.json,VXPAKOKS240780910,data\raw\videos\VXPAKOKS240780910R.mp4,right,2.311,2.618,버스1,서울 버스랑 광역 버스랑 가격이 달라?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780910_003,nikl,VXPAKOKS240780910,data\raw\labels\VXPAKOKS240780910.json,VXPAKOKS240780910,data\raw\videos\VXPAKOKS240780910R.mp4,right,3.365,3.657,버스1,서울 버스랑 광역 버스랑 가격이 달라?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780910_006,nikl,VXPAKOKS240780910,data\raw\labels\VXPAKOKS240780910.json,VXPAKOKS240780910,data\raw\videos\VXPAKOKS240780910R.mp4,right,3.965,4.089,돈1,서울 버스랑 광역 버스랑 가격이 달라?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780920_001,nikl,VXPAKOKS240780920,data\raw\labels\VXPAKOKS240780920.json,VXPAKOKS240780920,data\raw\videos\VXPAKOKS240780920R.mp4,right,1.994,2.555,버스1,경기 버스는 서울 버스보다 200원 비싸.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780920_003,nikl,VXPAKOKS240780920,data\raw\labels\VXPAKOKS240780920.json,VXPAKOKS240780920,data\raw\videos\VXPAKOKS240780920R.mp4,right,3.362,3.522,버스1,경기 버스는 서울 버스보다 200원 비싸.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780930_001,nikl,VXPAKOKS240780930,data\raw\labels\VXPAKOKS240780930.json,VXPAKOKS240780930,data\raw\videos\VXPAKOKS240780930R.mp4,right,1.829,2.168,버스1,마을버스 요금은 일반적인 버스를 탈 때보다 한 100원에서 200원 정도 더 싼 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780930_004,nikl,VXPAKOKS240780930,data\raw\labels\VXPAKOKS240780930.json,VXPAKOKS240780930,data\raw\videos\VXPAKOKS240780930R.mp4,right,3.589,3.951,버스1,마을버스 요금은 일반적인 버스를 탈 때보다 한 100원에서 200원 정도 더 싼 거 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780940_001,nikl,VXPAKOKS240780940,data\raw\labels\VXPAKOKS240780940.json,VXPAKOKS240780940,data\raw\videos\VXPAKOKS240780940R.mp4,right,2.179,2.492,버스1,빨간 버스라는 게 일반 시외버스들 말하는 거야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780940_002,nikl,VXPAKOKS240780940,data\raw\labels\VXPAKOKS240780940.json,VXPAKOKS240780940,data\raw\videos\VXPAKOKS240780940R.mp4,right,2.654,2.867,지시1#,빨간 버스라는 게 일반 시외버스들 말하는 거야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780940_003,nikl,VXPAKOKS240780940,data\raw\labels\VXPAKOKS240780940.json,VXPAKOKS240780940,data\raw\videos\VXPAKOKS240780940R.mp4,right,3.047,3.844,무엇1,빨간 버스라는 게 일반 시외버스들 말하는 거야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780940_006,nikl,VXPAKOKS240780940,data\raw\labels\VXPAKOKS240780940.json,VXPAKOKS240780940,data\raw\videos\VXPAKOKS240780940R.mp4,right,5.256,5.595,지시1#,빨간 버스라는 게 일반 시외버스들 말하는 거야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780940_009,nikl,VXPAKOKS240780940,data\raw\labels\VXPAKOKS240780940.json,VXPAKOKS240780940,data\raw\videos\VXPAKOKS240780940R.mp4,right,6.661,6.969,맞다4,빨간 버스라는 게 일반 시외버스들 말하는 거야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780950_003,nikl,VXPAKOKS240780950,data\raw\labels\VXPAKOKS240780950.json,VXPAKOKS240780950,data\raw\videos\VXPAKOKS240780950R.mp4,right,2.208,2.655,지시1#,다른 나라 사람들은 어떻게 살고 있는 건지 모르겠어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780950_006,nikl,VXPAKOKS240780950,data\raw\labels\VXPAKOKS240780950.json,VXPAKOKS240780950,data\raw\videos\VXPAKOKS240780950R.mp4,right,3.701,3.95,무엇1,다른 나라 사람들은 어떻게 살고 있는 건지 모르겠어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780960_000,nikl,VXPAKOKS240780960,data\raw\labels\VXPAKOKS240780960.json,VXPAKOKS240780960,data\raw\videos\VXPAKOKS240780960R.mp4,right,1.644,1.79,가다1,혹시 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780960_001,nikl,VXPAKOKS240780960,data\raw\labels\VXPAKOKS240780960.json,VXPAKOKS240780960,data\raw\videos\VXPAKOKS240780960R.mp4,right,2.141,2.299,원하다1,혹시 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780960_003,nikl,VXPAKOKS240780960,data\raw\labels\VXPAKOKS240780960.json,VXPAKOKS240780960,data\raw\videos\VXPAKOKS240780960R.mp4,right,3.159,3.357,있다1,혹시 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780970_000,nikl,VXPAKOKS240780970,data\raw\labels\VXPAKOKS240780970.json,VXPAKOKS240780970,data\raw\videos\VXPAKOKS240780970R.mp4,right,1.695,1.791,지시1,나도 서양 문화는 별로 안 좋아해서 아시아가 좋을 것 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780970_001,nikl,VXPAKOKS240780970,data\raw\labels\VXPAKOKS240780970.json,VXPAKOKS240780970,data\raw\videos\VXPAKOKS240780970R.mp4,right,1.974,2.112,너나같다1,나도 서양 문화는 별로 안 좋아해서 아시아가 좋을 것 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780970_005,nikl,VXPAKOKS240780970,data\raw\labels\VXPAKOKS240780970.json,VXPAKOKS240780970,data\raw\videos\VXPAKOKS240780970R.mp4,right,4.595,4.728,없다1,나도 서양 문화는 별로 안 좋아해서 아시아가 좋을 것 같아.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780980_000,nikl,VXPAKOKS240780980,data\raw\labels\VXPAKOKS240780980.json,VXPAKOKS240780980,data\raw\videos\VXPAKOKS240780980R.mp4,right,2.148,2.312,좋다1,혹시 좋아하는 지역이나 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780980_002,nikl,VXPAKOKS240780980,data\raw\labels\VXPAKOKS240780980.json,VXPAKOKS240780980,data\raw\videos\VXPAKOKS240780980R.mp4,right,3.167,3.339,가다1,혹시 좋아하는 지역이나 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780980_003,nikl,VXPAKOKS240780980,data\raw\labels\VXPAKOKS240780980.json,VXPAKOKS240780980,data\raw\videos\VXPAKOKS240780980R.mp4,right,3.593,3.761,원하다1,혹시 좋아하는 지역이나 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780980_005,nikl,VXPAKOKS240780980,data\raw\labels\VXPAKOKS240780980.json,VXPAKOKS240780980,data\raw\videos\VXPAKOKS240780980R.mp4,right,4.603,4.876,있다1,혹시 좋아하는 지역이나 가고 싶은 곳들 있나?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240780990_004,nikl,VXPAKOKS240780990,data\raw\labels\VXPAKOKS240780990.json,VXPAKOKS240780990,data\raw\videos\VXPAKOKS240780990R.mp4,right,3.854,3.956,지시1,여름에 맥주 축제한다고 들었어.,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781000_000,nikl,VXPAKOKS240781000,data\raw\labels\VXPAKOKS240781000.json,VXPAKOKS240781000,data\raw\videos\VXPAKOKS240781000R.mp4,right,1.696,1.966,등수:1등,가장 좋아하거나 가고 싶은 곳 있을까?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781000_001,nikl,VXPAKOKS240781000,data\raw\labels\VXPAKOKS240781000.json,VXPAKOKS240781000,data\raw\videos\VXPAKOKS240781000R.mp4,right,2.293,2.662,좋다1,가장 좋아하거나 가고 싶은 곳 있을까?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781000_002,nikl,VXPAKOKS240781000,data\raw\labels\VXPAKOKS240781000.json,VXPAKOKS240781000,data\raw\videos\VXPAKOKS240781000R.mp4,right,2.938,3.11,가다1,가장 좋아하거나 가고 싶은 곳 있을까?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781000_003,nikl,VXPAKOKS240781000,data\raw\labels\VXPAKOKS240781000.json,VXPAKOKS240781000,data\raw\videos\VXPAKOKS240781000R.mp4,right,3.415,3.532,원하다1,가장 좋아하거나 가고 싶은 곳 있을까?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781000_004,nikl,VXPAKOKS240781000,data\raw\labels\VXPAKOKS240781000.json,VXPAKOKS240781000,data\raw\videos\VXPAKOKS240781000R.mp4,right,3.819,4.062,곳1,가장 좋아하거나 가고 싶은 곳 있을까?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781000_005,nikl,VXPAKOKS240781000,data\raw\labels\VXPAKOKS240781000.json,VXPAKOKS240781000,data\raw\videos\VXPAKOKS240781000R.mp4,right,4.202,4.718,있다1,가장 좋아하거나 가고 싶은 곳 있을까?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781010_000,nikl,VXPAKOKS240781010,data\raw\labels\VXPAKOKS240781010.json,VXPAKOKS240781010,data\raw\videos\VXPAKOKS240781010R.mp4,right,1.275,1.407,지시1#,너는 여행을 간다면 계획을 세우고 가는 편이야 아니면 안 세우고 가는 편이야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
nikl_VXPAKOKS240781010_001,nikl,VXPAKOKS240781010,data\raw\labels\VXPAKOKS240781010.json,VXPAKOKS240781010,data\raw\videos\VXPAKOKS240781010R.mp4,right,1.59,1.872,여행1,너는 여행을 간다면 계획을 세우고 가는 편이야 아니면 안 세우고 가는 편이야?,수어 > 무작위 구성,일상생활,일상생활 말뭉치,일상생활 말뭉치,True
